N,count,N-gram
7,2,"['check_zombie_child', 'clone', 'write', 'check_zombie_child', 'clone', 'write', 'check_zombie_child']"
7,2,"['brk', 'brk', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone']"
7,2,"['write', 'check_zombie_child', 'clone', 'write', 'check_zombie_child', 'clone', 'write']"
7,2,"['write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child']"
7,2,"['clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create']"
7,2,"['brk', 'brk', 'clone', 'write', 'check_zombie_child', 'clone', 'write']"
7,2,"['clone', 'write', 'check_zombie_child', 'clone', 'write', 'check_zombie_child', 'clone']"
7,2,"['brk', 'clone', 'write', 'check_zombie_child', 'clone', 'write', 'check_zombie_child']"
7,2,"['check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write']"
7,2,"['brk', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write']"
7,2,"['brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone']"
8,2,"['brk', 'brk', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write']"
8,2,"['brk', 'clone', 'write', 'check_zombie_child', 'clone', 'write', 'check_zombie_child', 'clone']"
8,2,"['check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create']"
8,2,"['clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child']"
8,2,"['brk', 'brk', 'clone', 'write', 'check_zombie_child', 'clone', 'write', 'check_zombie_child']"
8,2,"['clone', 'write', 'check_zombie_child', 'clone', 'write', 'check_zombie_child', 'clone', 'write']"
8,2,"['brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write']"
8,2,"['write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone']"
8,2,"['brk', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create']"
8,2,"['write', 'check_zombie_child', 'clone', 'write', 'check_zombie_child', 'clone', 'write', 'check_zombie_child']"
9,2,"['brk', 'clone', 'write', 'check_zombie_child', 'clone', 'write', 'check_zombie_child', 'clone', 'write']"
9,2,"['brk', 'brk', 'clone', 'write', 'check_zombie_child', 'clone', 'write', 'check_zombie_child', 'clone']"
9,2,"['brk', 'brk', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create']"
9,2,"['brk', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child']"
9,2,"['write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write']"
9,2,"['brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create']"
9,2,"['clone', 'write', 'check_zombie_child', 'clone', 'write', 'check_zombie_child', 'clone', 'write', 'check_zombie_child']"
9,2,"['check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child']"
9,2,"['clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone']"
10,2,"['write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create']"
10,2,"['brk', 'clone', 'write', 'check_zombie_child', 'clone', 'write', 'check_zombie_child', 'clone', 'write', 'check_zombie_child']"
10,2,"['clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write']"
10,2,"['brk', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone']"
10,2,"['brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child']"
10,2,"['brk', 'brk', 'clone', 'write', 'check_zombie_child', 'clone', 'write', 'check_zombie_child', 'clone', 'write']"
10,2,"['brk', 'brk', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child']"
11,2,"['brk', 'brk', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone']"
11,2,"['clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create']"
11,2,"['brk', 'brk', 'clone', 'write', 'check_zombie_child', 'clone', 'write', 'check_zombie_child', 'clone', 'write', 'check_zombie_child']"
11,2,"['write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child']"
11,2,"['brk', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write']"
12,2,"['clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child']"
12,2,"['brk', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create']"
12,2,"['brk', 'brk', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write']"
13,2,"['brk', 'brk', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create']"
13,2,"['brk', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child']"
14,2,"['brk', 'brk', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child', 'clone', 'write', 'brute_socket_create', 'check_zombie_child']"
