N,count,N-gram
6,2,"['strrchr', 'fstat', 'read', 'strrchr', 'fstat', 'read']"
6,2,"['strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr']"
6,2,"['read', 'fstat', 'read', 'strrchr', 'fstat', 'read']"
6,2,"['mmap', 'mmap', 'mmap', 'mmap', 'munmap', 'pipe']"
6,2,"['mmap', 'munmap', 'pipe', 'close', 'rt_sigaction', 'vmsplice']"
6,2,"['setresuid', 'setresgid', 'mmap', 'mmap', 'mmap', 'mmap']"
6,2,"['read', 'fstat', 'read', 'fstat', 'read', 'close']"
6,2,"['getgid', 'setresuid', 'setresgid', 'mmap', 'mmap', 'mmap']"
6,2,"['read', 'strrchr', 'fstat', 'read', 'strrchr', 'fstat']"
6,2,"['openat', 'fstat', 'read', 'strrchr', 'fstat', 'read']"
6,2,"['fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat']"
6,2,"['openat', 'fstat', 'read', 'fstat', 'read', 'fstat']"
6,2,"['brk', 'brk', 'openat', 'brk', 'brk', 'openat']"
6,2,"['brk', 'openat', 'fstat', 'read', 'fstat', 'read']"
6,2,"['getuid', 'getgid', 'setresuid', 'setresgid', 'mmap', 'mmap']"
6,2,"['fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr']"
6,2,"['fstat', 'read', 'strrchr', 'fstat', 'read', 'close']"
6,2,"['brk', 'openat', 'brk', 'brk', 'openat', 'fstat']"
6,2,"['mmap', 'mmap', 'munmap', 'pipe', 'close', 'rt_sigaction']"
6,2,"['brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat']"
6,2,"['read', 'fstat', 'read', 'fstat', 'read', 'fstat']"
6,2,"['mmap', 'mmap', 'mmap', 'munmap', 'pipe', 'close']"
6,2,"['read', 'strrchr', 'fstat', 'read', 'fstat', 'read']"
6,2,"['brk', 'brk', 'openat', 'fstat', 'read', 'fstat']"
6,2,"['fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat']"
6,2,"['read', 'strrchr', 'fstat', 'read', 'strrchr', 'close']"
6,2,"['fstat', 'read', 'fstat', 'read', 'fstat', 'read']"
7,2,"['setresuid', 'setresgid', 'mmap', 'mmap', 'mmap', 'mmap', 'munmap']"
7,2,"['getuid', 'getgid', 'setresuid', 'setresgid', 'mmap', 'mmap', 'mmap']"
7,2,"['openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'fstat']"
7,2,"['openat', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read']"
7,2,"['read', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat']"
7,2,"['read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read']"
7,2,"['brk', 'openat', 'brk', 'brk', 'openat', 'fstat', 'read']"
7,2,"['brk', 'brk', 'openat', 'brk', 'brk', 'openat', 'fstat']"
7,2,"['fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'close']"
7,2,"['brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read']"
7,2,"['read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr']"
7,2,"['brk', 'brk', 'openat', 'fstat', 'read', 'fstat', 'read']"
7,2,"['strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat']"
7,2,"['mmap', 'mmap', 'munmap', 'pipe', 'close', 'rt_sigaction', 'vmsplice']"
7,2,"['setresgid', 'mmap', 'mmap', 'mmap', 'mmap', 'munmap', 'pipe']"
7,2,"['mmap', 'mmap', 'mmap', 'mmap', 'munmap', 'pipe', 'close']"
7,2,"['fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr', 'close']"
7,2,"['brk', 'brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat']"
7,2,"['read', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'close']"
7,2,"['fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr', 'fstat']"
7,2,"['fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat']"
7,2,"['getgid', 'setresuid', 'setresgid', 'mmap', 'mmap', 'mmap', 'mmap']"
7,2,"['strrchr', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr']"
7,2,"['openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'strrchr']"
7,2,"['openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr']"
7,2,"['read', 'strrchr', 'fstat', 'read', 'strrchr', 'fstat', 'read']"
7,2,"['brk', 'openat', 'fstat', 'read', 'fstat', 'read', 'fstat']"
7,2,"['fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat', 'read']"
7,2,"['fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read']"
7,2,"['openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat']"
7,2,"['mmap', 'mmap', 'mmap', 'munmap', 'pipe', 'close', 'rt_sigaction']"
8,2,"['strrchr', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr', 'close']"
8,2,"['brk', 'brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read']"
8,2,"['read', 'strrchr', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr']"
8,2,"['getgid', 'setresuid', 'setresgid', 'mmap', 'mmap', 'mmap', 'mmap', 'munmap']"
8,2,"['brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat']"
8,2,"['brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr']"
8,2,"['brk', 'brk', 'openat', 'brk', 'brk', 'openat', 'fstat', 'read']"
8,2,"['fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read']"
8,2,"['openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat']"
8,2,"['read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat']"
8,2,"['strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat', 'read']"
8,2,"['fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat']"
8,2,"['fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'close']"
8,2,"['brk', 'openat', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read']"
8,2,"['setresgid', 'mmap', 'mmap', 'mmap', 'mmap', 'munmap', 'pipe', 'close']"
8,2,"['openat', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'close']"
8,2,"['read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat']"
8,2,"['openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr', 'fstat']"
8,2,"['openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read']"
8,2,"['brk', 'openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'strrchr']"
8,2,"['openat', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat']"
8,2,"['mmap', 'mmap', 'mmap', 'mmap', 'munmap', 'pipe', 'close', 'rt_sigaction']"
8,2,"['read', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read']"
8,2,"['brk', 'brk', 'openat', 'fstat', 'read', 'fstat', 'read', 'fstat']"
8,2,"['fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr']"
8,2,"['brk', 'openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'fstat']"
8,2,"['mmap', 'mmap', 'mmap', 'munmap', 'pipe', 'close', 'rt_sigaction', 'vmsplice']"
8,2,"['getuid', 'getgid', 'setresuid', 'setresgid', 'mmap', 'mmap', 'mmap', 'mmap']"
8,2,"['fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr', 'fstat', 'read']"
8,2,"['openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'fstat', 'read']"
8,2,"['read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'close']"
8,2,"['setresuid', 'setresgid', 'mmap', 'mmap', 'mmap', 'mmap', 'munmap', 'pipe']"
9,2,"['openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr', 'fstat', 'read']"
9,2,"['openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'fstat', 'read', 'fstat']"
9,2,"['brk', 'brk', 'openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'fstat']"
9,2,"['brk', 'openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat']"
9,2,"['strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'close']"
9,2,"['mmap', 'mmap', 'mmap', 'mmap', 'munmap', 'pipe', 'close', 'rt_sigaction', 'vmsplice']"
9,2,"['brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr', 'fstat']"
9,2,"['brk', 'brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat']"
9,2,"['brk', 'brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr']"
9,2,"['read', 'strrchr', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr', 'close']"
9,2,"['brk', 'openat', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat']"
9,2,"['brk', 'brk', 'openat', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read']"
9,2,"['read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat', 'read']"
9,2,"['fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat']"
9,2,"['read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read']"
9,2,"['fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'close']"
9,2,"['openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read']"
9,2,"['openat', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read']"
9,2,"['setresuid', 'setresgid', 'mmap', 'mmap', 'mmap', 'mmap', 'munmap', 'pipe', 'close']"
9,2,"['fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr']"
9,2,"['fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat']"
9,2,"['brk', 'openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'fstat', 'read']"
9,2,"['getgid', 'setresuid', 'setresgid', 'mmap', 'mmap', 'mmap', 'mmap', 'munmap', 'pipe']"
9,2,"['getuid', 'getgid', 'setresuid', 'setresgid', 'mmap', 'mmap', 'mmap', 'mmap', 'munmap']"
9,2,"['setresgid', 'mmap', 'mmap', 'mmap', 'mmap', 'munmap', 'pipe', 'close', 'rt_sigaction']"
9,2,"['brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read']"
9,2,"['brk', 'openat', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'close']"
9,2,"['read', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr']"
9,2,"['strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat']"
9,2,"['brk', 'brk', 'openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'strrchr']"
9,2,"['fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read']"
9,2,"['openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr']"
10,2,"['brk', 'brk', 'openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat']"
10,2,"['fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr']"
10,2,"['brk', 'brk', 'openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'fstat', 'read']"
10,2,"['read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'close']"
10,2,"['openat', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat']"
10,2,"['brk', 'openat', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read']"
10,2,"['fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read']"
10,2,"['brk', 'brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr', 'fstat']"
10,2,"['openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat']"
10,2,"['openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read']"
10,2,"['brk', 'openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'fstat', 'read', 'fstat']"
10,2,"['brk', 'brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read']"
10,2,"['getuid', 'getgid', 'setresuid', 'setresgid', 'mmap', 'mmap', 'mmap', 'mmap', 'munmap', 'pipe']"
10,2,"['setresuid', 'setresgid', 'mmap', 'mmap', 'mmap', 'mmap', 'munmap', 'pipe', 'close', 'rt_sigaction']"
10,2,"['openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr']"
10,2,"['fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat', 'read']"
10,2,"['setresgid', 'mmap', 'mmap', 'mmap', 'mmap', 'munmap', 'pipe', 'close', 'rt_sigaction', 'vmsplice']"
10,2,"['brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr', 'fstat', 'read']"
10,2,"['openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat']"
10,2,"['fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr', 'close']"
10,2,"['getgid', 'setresuid', 'setresgid', 'mmap', 'mmap', 'mmap', 'mmap', 'munmap', 'pipe', 'close']"
10,2,"['read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'close']"
10,2,"['read', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat']"
10,2,"['brk', 'brk', 'openat', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat']"
10,2,"['openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr']"
10,2,"['read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat']"
10,2,"['strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read']"
10,2,"['brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr']"
10,2,"['brk', 'brk', 'openat', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'close']"
10,2,"['read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat']"
10,2,"['brk', 'openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read']"
11,2,"['openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr', 'fstat']"
11,2,"['read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read']"
11,2,"['strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr']"
11,2,"['getgid', 'setresuid', 'setresgid', 'mmap', 'mmap', 'mmap', 'mmap', 'munmap', 'pipe', 'close', 'rt_sigaction']"
11,2,"['brk', 'openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read']"
11,2,"['openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read']"
11,2,"['brk', 'brk', 'openat', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read']"
11,2,"['brk', 'openat', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat']"
11,2,"['brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr']"
11,2,"['brk', 'brk', 'openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'fstat', 'read', 'fstat']"
11,2,"['openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'close']"
11,2,"['openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr', 'close']"
11,2,"['read', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat', 'read']"
11,2,"['brk', 'openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat']"
11,2,"['brk', 'brk', 'openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read']"
11,2,"['fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat']"
11,2,"['fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'close']"
11,2,"['setresuid', 'setresgid', 'mmap', 'mmap', 'mmap', 'mmap', 'munmap', 'pipe', 'close', 'rt_sigaction', 'vmsplice']"
11,2,"['fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat']"
11,2,"['openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat']"
11,2,"['brk', 'openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr']"
11,2,"['openat', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read']"
11,2,"['read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read']"
11,2,"['fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'close']"
11,2,"['fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat']"
11,2,"['getuid', 'getgid', 'setresuid', 'setresgid', 'mmap', 'mmap', 'mmap', 'mmap', 'munmap', 'pipe', 'close']"
11,2,"['openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat', 'read']"
11,2,"['brk', 'brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr']"
11,2,"['brk', 'brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr', 'fstat', 'read']"
11,2,"['brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat']"
12,2,"['brk', 'openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'close']"
12,2,"['brk', 'openat', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read']"
12,2,"['openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read']"
12,2,"['openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr', 'fstat', 'read']"
12,2,"['read', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'close']"
12,2,"['openat', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat']"
12,2,"['brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat', 'read']"
12,2,"['brk', 'brk', 'openat', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat']"
12,2,"['fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read']"
12,2,"['brk', 'brk', 'openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr']"
12,2,"['read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read', 'close']"
12,2,"['fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat', 'read']"
12,2,"['brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'strrchr', 'close']"
12,2,"['openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat']"
12,2,"['fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat', 'read']"
12,2,"['brk', 'brk', 'openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'fstat', 'read', 'fstat', 'read']"
12,2,"['brk', 'brk', 'openat', 'brk', 'brk', 'openat', 'fstat', 'read', 'strrchr', 'fstat', 'read', 'fstat']"
